grid_section_lat,grid_section_long,venue,v_lat,v_long,category
43.8389999,-111.80579053333300,Rexburg Wellness Spa,43.82576539755440,-111.79282595662200,Spa
43.8389999,-111.80579053333300,Rexburg YSA 3rd Ward,43.82983666039760,-111.80065155029300,Church
43.8389999,-111.80579053333300,Back To Health Chiropractic,43.824677,-111.789703,Chiropractor
43.8389999,-111.80579053333300,Etech,43.827943,-111.78928,Electronics Store
43.8389999,-111.80579053333300,Nature Trail,43.83440911724730,-111.80125101647600,Trail
43.8389999,-111.80579053333300,Grace Baptist Church,43.831946,-111.789395,Church
43.8389999,-111.80579053333300,Maverik Adventures First Stop,43.82569118341520,-111.78990759862100,Gas Station
43.8389999,-111.80579053333300,Super 8,43.825679,-111.7906,Motel
43.8389999,-111.80579053333300,The Raspberry Garden,43.822276,-111.79499,Hotel
43.8389999,-111.80579053333300,Grand Tetons,43.826576471328700,-111.79702520370500,Trail
43.8389999,-111.80579053333300,awesomenessville,43.8309440612793,-111.80097198486300,Speakeasy
43.8389999,-111.80579053333300,Gubbins & Games,43.82420807856320,-111.79066536365800,Gaming Cafe
43.8389999,-111.80579053333300,izcali,43.826335072517400,-111.78864061832400,Food Truck
43.8389999,-111.80579053333300,Archibald Insurance Agency,43.8260130870596,-111.78809881210300,Coworking Space
43.8389999,-111.80579053333300,JB's,43.823944091796900,-111.79730224609400,American Restaurant
43.8389999,-111.80579053333300,Art Guild Of Rexburg,43.8320426940918,-111.79368591308600,Art Gallery
43.8389999,-111.80579053333300,lovesac,43.827714,-111.788771,General Entertainment
43.8389999,-111.80579053333300,J14 magazine,43.82897,-111.792916,Bookstore
43.8389999,-111.80579053333300,Taqueria el rancho,43.826227,-111.796999,Mexican Restaurant
43.8389999,-111.80579053333300,Mango Moose,43.82442753433310,-111.7897670355040,Dessert Shop
43.8389999,-111.80579053333300,Park Street Park,43.82225893568750,-111.79866671562200,Playground
43.8389999,-111.80579053333300,M9 Creations Office,43.825707,-111.792258,Building
43.8389999,-111.80579053333300,Seed House,43.828204,-111.789528,Other Great Outdoors
43.8389999,-111.80579053333300,Self Carwash,43.82452392578130,-111.7952880859380,Building
43.8389999,-111.80579053333300,Snell Grove Town Homes,43.825036,-111.793974,Housing Development
43.8389999,-111.80579053333300,Premier Site Furniture,43.82920199513750,-111.78984761238100,Furniture / Home Store
43.8389999,-111.80579053333300,Ace Hardware,43.828602000000000,-111.787224,Hardware Store
43.8389999,-111.80579053333300,Zippy Lube,43.828602000000000,-111.787224,Automotive Shop
43.8389999,-111.80579053333300,West Main Ward,43.822015700457600,-111.80383867153900,Church
43.8389999,-111.80579053333300,Carriage Cove,43.828559,-111.795779,Rehab Center
43.8389999,-111.80579053333300,St. Patrick's Catholic Church,43.825253,-111.792725,Church
43.8389999,-111.80579053333300,Conoco Gas Station,43.825073,-111.789083,Gas Station
43.8389999,-111.80579053333300,Evergreen - Kiwanis Park,43.825156,-111.806247,Park
43.8389999,-111.80579053333300,The Medicine Shoppe,43.82583590052940,-111.7893038942180,Pharmacy
43.8389999,-111.80579053333300,Legacy Flight Museum,43.826162644760000,-111.80652910281000,Museum
43.8389999,-111.80579053333300,Rexburg Golf Course,43.82608382402230,-111.80559221431800,Golf Course
43.8389999,-111.80579053333300,Eagle Park Campgrounds,43.83539356307910,-111.79636001586900,Campground
43.8389999,-111.80246560000000,Idaho Central Credit Union,43.83981667,-111.77875,Credit Union
43.8389999,-111.80246560000000,Deseret Industries,43.83881,-111.7793806,Thrift / Vintage Store
43.8389999,-111.80246560000000,Wendy's,43.83738150060680,-111.77880495786700,Fast Food Restaurant
43.8389999,-111.80246560000000,Coinstar,43.8262,-111.7875,Bank
43.8389999,-111.80246560000000,Rexburg Family History Center,43.82743453979490,-111.78500366210900,Library
43.8389999,-111.80246560000000,Madison School District Office,43.83225483333330,-111.78076281666700,College Administrative Building
43.8389999,-111.80246560000000,Madison County Library,43.82783453850120,-111.78466183661600,Library
43.8389999,-111.80246560000000,Big Five,43.838681758425,-111.7788932145410,Sporting Goods Shop
43.8389999,-111.80246560000000,Madison Junior High,43.82854910232870,-111.78541317264600,Automotive Shop
43.8389999,-111.80246560000000,LDS Seminary Building,43.82343965486360,-111.80503432679500,Spiritual Center
43.8389999,-111.80246560000000,Redbox,43.82734,-111.787405,Video Store
43.8389999,-111.80246560000000,Pete's Command Center,43.82846450805660,-111.78425598144500,Military Base
43.8389999,-111.80246560000000,LDS Distribution Center,43.83854738666130,-111.77917440193000,Boutique
43.8389999,-111.80246560000000,Madison Park Apartments,43.830009,-111.797274,Residential Building (Apartment / Condo)
43.8389999,-111.80246560000000,The Soda Vine,43.82483767777760,-111.7898378882990,Ice Cream Shop
43.8389999,-111.80246560000000,Book Viking,43.825325535989100,-111.78855478032100,Bookstore
43.8389999,-111.79914066666700,Walmart Pharmacy,43.83733,-111.77807,Pharmacy
43.8389999,-111.79914066666700,Verizon Authorized Retailer – GoWireless,43.836639216033600,-111.7784277051850,Mobile Phone Shop
43.8389999,-111.79914066666700,Supercuts,43.836327000000000,-111.778884,Salon / Barbershop
43.8389999,-111.79914066666700,GoWireless Verizon Authorized Retailer,43.836737,-111.778469,Mobile Phone Shop
43.8389999,-111.79914066666700,Maurices,43.834702,-111.77886,Women's Store
43.8389999,-111.79914066666700,Dollar Tree,43.834529285737900,-111.77935046056700,Discount Store
43.8389999,-111.79914066666700,Jack in the Box,43.8357513,-111.7785756,Fast Food Restaurant
43.8389999,-111.79914066666700,rent a center,43.83625388145450,-111.77869498729700,Furniture / Home Store
43.8389999,-111.79914066666700,Heaven's Best Carpet Cleaning,43.83169,-111.78214,Home Service
43.8389999,-111.79914066666700,Jensen Jewelers,43.836737,-111.778469,Jewelry Store
43.8389999,-111.79914066666700,Cricket Wireless Authorized Retailer,43.836327000000000,-111.778884,Mobile Phone Shop
43.8389999,-111.79914066666700,Auto Zone,43.839203201119400,-111.77763607577500,Automotive Shop
43.8389999,-111.79914066666700,Hõkūlià,43.83776967432520,-111.77816862074500,Dessert Shop
43.8389999,-111.79914066666700,Middletown Apartments,43.828618,-111.78335,Residential Building (Apartment / Condo)
43.8389999,-111.79914066666700,T-Rex Burgers,43.8376,-111.77855,Burger Joint
43.8389999,-111.79914066666700,Teton Lanes,43.838145000000000,-111.779323,Bowling Alley
43.8389999,-111.79914066666700,Los Locos Churrería,43.82613,-111.788315,Mexican Restaurant
43.8389999,-111.79581573333300,Halloween City,43.8340778,-111.7780397,Costume Shop
43.8389999,-111.79581573333300,Dan's Ace Hardware.,43.837549,-111.7779,Hardware Store
43.8389999,-111.79581573333300,AutoZone Auto Parts,43.838829364068900,-111.77740255398500,Automotive Shop
43.8389999,-111.79581573333300,A2 Global Shipping,43.834532,-111.778083,Post Office
43.8389999,-111.79581573333300,Cash Store,43.83672018886790,-111.77858238648800,Financial or Legal Service
43.8389999,-111.79581573333300,Bealls,43.83332,-111.77887,Department Store
43.8389999,-111.79581573333300,Grease Monkey,43.838381,-111.777521,Gas Station
43.8389999,-111.79581573333300,Arby's,43.8361424,-111.7775384,Fast Food Restaurant
43.8389999,-111.79581573333300,Coinstar,43.8357,-111.7779,Bank
43.8389999,-111.79581573333300,McDonald's,43.83376630982400,-111.77858277227600,Fast Food Restaurant
43.8389999,-111.79581573333300,Redbox,43.834791,-111.778072,Video Store
43.8389999,-111.79581573333300,C-A-L Ranch Stores,43.83450959976760,-111.77746494843600,Miscellaneous Shop
43.8389999,-111.79581573333300,Nature's Nook,43.83283761797030,-111.7791936133320,Miscellaneous Shop
43.8389999,-111.79581573333300,Orchard Chiropractic,43.832989,-111.779164,Chiropractor
43.8389999,-111.79581573333300,Redbox,43.834547,-111.778074,Video Store
43.8389999,-111.79581573333300,The Wishing Well Bookstore,43.827941000000000,-111.784578,Bookstore
43.8389999,-111.7924908,Walmart Auto Care Centers,43.8374,-111.7753758,Automotive Shop
43.8389999,-111.7924908,U.S. Bank ATM,43.83648925,-111.77545481,ATM
43.8389999,-111.7924908,Albertsons Pharmacy,43.83649636871890,-111.77550154930900,Pharmacy
43.8389999,-111.7924908,Sears Hometown Store,43.8398228,-111.7774014,Electronics Store
43.8389999,-111.7924908,Sally's Beauty Supply,43.83685725731150,-111.77615264128100,Cosmetics Shop
43.8389999,-111.7924908,June's Place,43.83191088515110,-111.77819609642000,Coffee Shop
43.8389999,-111.7924908,Albertsons,43.8364017,-111.7754723,Grocery Store
43.8389999,-111.7924908,Subway,43.83274,-111.77854100000000,Sandwich Place
43.8389999,-111.7924908,Dairy Queen,43.83350520293810,-111.77762478590000,Fast Food Restaurant
43.8389999,-111.7924908,Rays Carwash,43.83254355023960,-111.77870409936400,Car Wash
43.8389999,-111.7924908,CALl,43.833954,-111.77759189,None
43.8389999,-111.7924908,chesbro music,43.831523991978800,-111.77886247024200,Music Store
43.8389999,-111.7924908,Citizens Community Bank,43.835677000000000,-111.776905,Bank
43.8389999,-111.7924908,Westmark,43.83716977189960,-111.77634650756600,Bank
43.8389999,-111.7924908,Poor Boys Auto Repair,43.840099,-111.776425,Automotive Shop
43.8389999,-111.7924908,Chevron,43.83177046083170,-111.77822588976800,Gas Station
43.8389999,-111.7924908,Business Development & Entrepreneurial Center,43.83229945844700,-111.77779173525900,Tech Startup
43.8389999,-111.7924908,Downeast Outfitters,43.83669807149550,-111.77625981325700,Clothing Store
43.8389999,-111.7924908,AT&T - Spring Mobile,43.8317947387695,-111.778715133667,Mobile Phone Shop
43.8389999,-111.7924908,BIG 5 Sporting Goods,43.839664,-111.776649,Sporting Goods Shop
43.8389999,-111.78916586666700,AT&T,43.83169909767350,-111.77890475215000,Mobile Phone Shop
43.8389999,-111.78916586666700,Williams Engineering Buiding,43.830482,-111.778402,None
43.8389999,-111.78916586666700,Bell Black Insurance,43.8310654,-111.7784516,Financial or Legal Service
43.8389999,-111.78916586666700,1st Floor Loo @RDC,43.834580183029200,-111.77471995353700,Event Space
43.8389999,-111.78916586666700,Fat Cats Rexburg,43.8361033,-111.7807532,Bowling Alley
43.8389999,-111.78916586666700,Rfinity-Rexburg Office,43.831753020000000,-111.77801072,Office
43.8389999,-111.78916586666700,Corda,43.83401890000000,-111.77534923333300,Tech Startup
43.8389999,-111.78916586666700,Kynetx - Rexburg Office,43.834772697763100,-111.77436291910200,Office
43.8389999,-111.78916586666700,Aspen Ridge Dental,43.83195966925810,-111.77686586548900,Dentist's Office
43.8389999,-111.78916586666700,Standard Plumbing,43.830738000000000,-111.779077,Hardware Store
43.8389999,-111.78916586666700,AffinityAmp-Stone Pagoda,43.832312,-111.777482,Tech Startup
43.8389999,-111.78916586666700,Business Development Center,43.834596276283300,-111.77458047866800,Office
43.8389999,-111.78584093333300,Metro by T-Mobile,43.830842,-111.777534,Mobile Phone Shop
43.8389999,-111.78584093333300,Sonic Drive-In,43.8306424,-111.7774937,Fast Food Restaurant
43.8389999,-111.78584093333300,Eminent Hi Fi,43.830861883333300,-111.77765635,Building
43.8389999,-111.78584093333300,Dr. Hopkin,43.83181381225590,-111.77642822265600,Doctor's Office
43.8389999,-111.78584093333300,SIRI Cybersecurity Center,43.834659576416000,-111.77423858642600,Tech Startup
43.8389999,-111.78584093333300,Appible,43.83454176520660,-111.7740450905430,Tech Startup
43.8389999,-111.78584093333300,Madison Memorial Surgery Center,43.83431891,-111.77296441,Medical Center
43.8389999,-111.78584093333300,Openbook,43.834155300878900,-111.77440881729100,Office
43.8389999,-111.78584093333300,Bank Of Commerce,43.830006,-111.778508,Building
43.8389999,-111.78584093333300,Department of Health and Welfare,43.833861,-111.773941,Government Building
43.8389999,-111.78584093333300,GamePulse,43.830841,-111.777544,Video Game Store
43.8389999,-111.78584093333300,Upper Valley Family Practicw,43.831746558001000,-111.77633926936800,Doctor's Office
43.8389999,-111.782516,Costa Vida,43.83658600229950,-111.77888367792700,Mexican Restaurant
43.8389999,-111.782516,Teton River Village,43.836967,-111.77907,Shopping Plaza
43.8389999,-111.782516,Sushi Bar & Asian Fusion,43.836656,-111.778473,Sushi Restaurant
43.8389999,-111.782516,Mandarin Restaurant,43.84018,-111.77741026,Chinese Restaurant
43.8389999,-111.782516,Karie Anne's Delectable Desserts Mobile Location,43.83783905544020,-111.77842140197800,Ice Cream Shop
43.8389999,-111.782516,Cold Stone Creamery,43.836327000000000,-111.778884,Ice Cream Shop
43.8389999,-111.782516,Dino-Mite Fireworks,43.83412551879880,-111.77833557128900,Miscellaneous Shop
43.8389999,-111.782516,KFC,43.83796234524490,-111.77762832343100,Fried Chicken Joint
43.8389999,-111.782516,Downeast Outlet,43.834701839514200,-111.77897926173100,Clothing Store
43.8389999,-111.782516,Computer Medical Center,43.831641,-111.77887200000000,Electronics Store
43.8389999,-111.782516,Cinema 6,43.836132,-111.78087,Movie Theater
43.8389999,-111.77919106666700,Tire Factory,43.839349883333300,-111.76950148333300,None
43.8389999,-111.77919106666700,Stonebridge Ward Chapel,43.839443333333300,-111.7695242,None
43.8389999,-111.77919106666700,Brentwood,43.831909139708900,-111.77434910057400,Residential Building (Apartment / Condo)
43.8389999,-111.77919106666700,Karie Anne's,43.83261071767570,-111.77747190129000,Juice Bar
43.8389999,-111.77919106666700,Pizza Pie Café,43.83135619637330,-111.777675009452,Pizza Place
43.8389999,-111.77586613333300,Rotary Park,43.830751,-111.767524,Playground
43.8389999,-111.77586613333300,Derma Chic,43.830584466666700,-111.77231501666700,Doctor's Office
43.8389999,-111.77586613333300,The Church of Jesus Christ of Latter-day Saints,43.829741,-111.774542,Church
43.8389999,-111.77586613333300,Vickie's Palace of Fine Arts,43.830083,-111.775445,Art Museum
43.8389999,-111.7725412,The PC Penguin - Rexburg Computer Repair,43.82844348390120,-111.77359342575100,Miscellaneous Shop
43.8389999,-111.7725412,Rexburg Cemetary,43.83169101798620,-111.76468544381900,Housing Development
43.8389999,-111.7725412,Veteran's Memorial Service,43.827127676240000,-111.77376508712800,Historic Site
43.8389999,-111.7725412,The Church of Jesus Christ of Latter-day Saints,43.832269000000000,-111.765748,Church
43.8389999,-111.7725412,Mill Hollow 1st,43.832124,-111.765825,Church
43.8389999,-111.7725412,Mill Hollow 3rd Ward,43.83235,-111.76585,Church
43.8389999,-111.7725412,LDS Church,43.829804274340700,-111.77456132576700,Church
43.8389999,-111.7725412,Madison High School,43.83139120967860,-111.76947054596100,None
43.8389999,-111.7725412,Rexburg Medical Center,43.830742171023300,-111.77270999234200,Medical Center
43.8389999,-111.7725412,Smith Park West Diamond,43.827734397793400,-111.7725307681820,Baseball Field
43.8389999,-111.76921626666700,Fancy Nails,43.82998657296480,-111.77741852228300,Salon / Barbershop
43.8389999,-111.76921626666700,"Las Ll's Imports, Inc.",43.82993,-111.77726,Grocery Store
43.8389999,-111.76589133333300,Hidden Valley Park,43.82672071110780,-111.76680015482000,Playground
43.8389999,-111.76256640000000,Sonic,43.830898,-111.777375,Fast Food Restaurant
43.8389999,-111.75924146666700,PBnJ Media,43.82461982131740,-111.7673921585080,Office
43.836601700000000,-111.80579053333300,Real Deals,43.82132010108760,-111.79764996261000,Flea Market
43.836601700000000,-111.80579053333300,Elizabeth Custom Rings offices,43.82395935058590,-111.7905502319340,Jewelry Store
43.836601700000000,-111.80246560000000,Rexburg Water Reclamation Plant,43.837011,-111.800332,Recycling Facility
43.836601700000000,-111.79914066666700,Garth Wilcox CPA,43.827937,-111.783395,Financial or Legal Service
43.836601700000000,-111.79914066666700,Rexburg Water Reclamation Facility,43.836322242867600,-111.79962158203100,Recycling Facility
43.836601700000000,-111.79914066666700,Porter Park Church,43.82418596686920,-111.78925552286700,Church
43.836601700000000,-111.79914066666700,Original Thai LLC,43.825784000000000,-111.783387,Restaurant
43.836601700000000,-111.79914066666700,Teton Flood Museum,43.82745276083060,-111.78445100784300,History Museum
43.836601700000000,-111.79914066666700,The Floral Shoppe,43.827936,-111.78161100000000,Professional & Other Places
43.836601700000000,-111.79914066666700,Sup Shack,43.825241,-111.789093,Café
43.836601700000000,-111.79914066666700,bambino,43.824432373046900,-111.78941345214800,Food Truck
43.836601700000000,-111.79914066666700,Running For Sweets,43.8255615234375,-111.78857421875,Dessert Shop
43.836601700000000,-111.79914066666700,Clay's House Of Fire,43.82498,-111.788284,Building
43.836601700000000,-111.79914066666700,Rexburg Tabernacle,43.82711796235150,-111.78466289325200,Concert Hall
43.836601700000000,-111.79914066666700,JB's Restaurant,43.826379000000000,-111.788393,Food
43.836601700000000,-111.79914066666700,Red Rabbit Grill,43.825287,-111.788436,Restaurant
43.836601700000000,-111.79581573333300,The Church of Jesus Christ of Latter-day Saints,43.824426,-111.788901,Church
43.836601700000000,-111.79581573333300,The Doghouse,43.824779,-111.78675,Food Truck
43.836601700000000,-111.79581573333300,Mountain Shores Apartments,43.832708,-111.788956,Residential Building (Apartment / Condo)
43.836601700000000,-111.79581573333300,Zions First National Bank,43.825679,-111.788101,Bank
43.836601700000000,-111.79581573333300,AlphaGraphics,43.8242246,-111.7899862,Print Shop
43.836601700000000,-111.79581573333300,Tammy Sluder - State Farm Insurance Agent,43.825714,-111.79213,Office
43.836601700000000,-111.79581573333300,Pizza Hut,43.82577604067000,-111.7887975275520,Pizza Place
43.836601700000000,-111.79581573333300,Homestead Assisted Leaving,43.826994701797800,-111.79542601647800,Assisted Living
43.836601700000000,-111.79581573333300,Domino's Pizza,43.82567638415160,-111.78863525390600,Pizza Place
43.836601700000000,-111.782516,Advance Auto Parts,43.828428003979700,-111.77847974002400,Automotive Shop
43.836601700000000,-111.782516,Clair and Dee's Point S,43.828733,-111.77853200000000,Automotive Shop
43.836601700000000,-111.782516,CARQUEST Auto Parts,43.828434,-111.778478,Automotive Shop
43.836601700000000,-111.77919106666700,Adams Elementary School,43.828499,-111.777672,Elementary School
43.836601700000000,-111.7725412,Madison Junior High School,43.829223,-111.76938500000000,College Academic Building
43.836601700000000,-111.76256640000000,Red Beetle Graphics,43.824634,-111.770337,Nightlife Spot
43.836601700000000,-111.76256640000000,The Paragon,43.82516386671230,-111.7705815850910,Deli / Bodega
43.836601700000000,-111.76256640000000,Smith Park,43.825151457584800,-111.77551525884300,Park
43.8342035,-111.80246560000000,Tic's Honey Pot,43.821285123350500,-111.79838296656300,Tea Room
43.8342035,-111.79914066666700,Taco Bell,43.82633231916610,-111.78453994475400,Fast Food Restaurant
43.8342035,-111.79914066666700,H&R Block,43.826455000000000,-111.784098,Financial or Legal Service
43.8342035,-111.79914066666700,Melaleuca Call Center,43.82527169712480,-111.78576218878500,Coworking Space
43.8342035,-111.79914066666700,The Cocoa Lodge,43.82640108173330,-111.78488506351500,Café
43.8342035,-111.79914066666700,Rexburg YSA 1st Ward,43.824667,-111.788965,Building
43.8342035,-111.79581573333300,Farmers Insurance,43.8261,-111.7841056,Insurance Office
43.8342035,-111.79581573333300,Smashed,43.826455000000000,-111.784098,Sandwich Place
43.8342035,-111.79581573333300,Ramire's Mexican Food,43.82583245043220,-111.7847441057300,Mexican Restaurant
43.8342035,-111.79581573333300,Red Gallery,43.826542,-111.784118,Art Gallery
43.8342035,-111.79581573333300,Thor's Ice Cream,43.82644992072730,-111.78418616240800,Dessert Shop
43.8342035,-111.79581573333300,Gandolfo's Food Truck,43.82644708903870,-111.78475295316600,Food Truck
43.8342035,-111.79581573333300,Snoasis,43.82624434363370,-111.78486692163100,Ice Cream Shop
43.8342035,-111.7924908,second helpings thrift store,43.82654873594560,-111.78335757755600,Thrift / Vintage Store
43.8342035,-111.7924908,Allstate,43.82653101102870,-111.78353635928500,Office
43.8342035,-111.78584093333300,Olive Ave,43.82637716,-111.78196603,Clothing Store
43.8342035,-111.782516,Fair Land,43.83008,-111.77768,Ice Cream Shop
43.8342035,-111.782516,The Singing Waffle,43.82978,-111.778556,Karaoke Bar
43.8342035,-111.7725412,The Home Town Dry Clean/Laundry,43.827884674072300,-111.77716827392600,Laundry Service
43.8342035,-111.7725412,Teton Cleaners and Laundry,43.828051,-111.776856,Dry Cleaner
43.8342035,-111.7725412,Ellison Orthodontics,43.82789611816410,-111.77718222141300,Dentist's Office
43.8342035,-111.76256640000000,Washington Federal Bank,43.82796174091440,-111.77757913119200,Bank
43.8342035,-111.75924146666700,O'Reilly Auto Parts,43.82735987969970,-111.77870839834200,Automotive Shop
43.8342035,-111.75924146666700,New Madison High School,43.822392583273600,-111.76941038670400,High School
43.8342035,-111.75924146666700,Liberty Tax,43.827149,-111.778072,Financial or Legal Service
43.8342035,-111.75924146666700,Syringa Wireless,43.826459,-111.77978700000000,Mobile Phone Shop
43.8342035,-111.75924146666700,Sprint Eastern Idaho Wireless,43.82625020085150,-111.78013565587400,Mobile Phone Shop
43.8342035,-111.75924146666700,Rexburg auto repair,43.82679229982540,-111.77976113149200,Automotive Shop
43.8342035,-111.75924146666700,Garner Law Office,43.82619821329920,-111.78022543884000,Lawyer
43.8342035,-111.75924146666700,Rudd and Company,43.82610122303890,-111.78044966747300,Office
43.8342035,-111.75924146666700,Rexburg Chamber Of Commerce,43.82598386810230,-111.77978547811200,Building
43.8342035,-111.75924146666700,Upper Valley Orthopedics,43.825764,-111.77334,Doctor's Office
43.8342035,-111.75924146666700,Family Dollar,43.829524,-111.778718,Discount Store
43.8342035,-111.75924146666700,Redbox,43.825522,-111.778784,Video Store
43.8342035,-111.75924146666700,Ace Hardware,43.8265,-111.78049,Hardware Store
43.8318053,-111.80579053333300,Ace Hardware,43.81807658333330,-111.804488,Hardware Store
43.8318053,-111.80579053333300,Railroad Tracks,43.821841,-111.794655,Light Rail Station
43.8318053,-111.80579053333300,Remember Flags,43.819961,-111.797082,Gift Shop
43.8318053,-111.80579053333300,Idaho Centennial Carousel,43.82226667644870,-111.79211139679000,Historic Site
43.8318053,-111.80579053333300,Maxwell,43.820974,-111.794172,General Entertainment
43.8318053,-111.80579053333300,Prosper Inc.,43.818415079765900,-111.80288486586300,Coworking Space
43.8318053,-111.80579053333300,AMX international,43.818572998046900,-111.80284118652300,Office
43.8318053,-111.80579053333300,Cimarron court,43.819561,-111.797739,Housing Development
43.8318053,-111.80579053333300,Campus Courtyard,43.82012833586740,-111.79627145492500,Residential Building (Apartment / Condo)
43.8318053,-111.79914066666700,Kennedy Elementary,43.82195408995590,-111.79281311713900,Elementary School
43.8318053,-111.79914066666700,Crazy Mike's Video,43.82355162889260,-111.78932189941400,Video Store
43.8318053,-111.79914066666700,Porter Park,43.82262319715140,-111.79104654072400,Park
43.8318053,-111.79914066666700,Nielsen's Frozen Custard,43.82341056220590,-111.78919611670300,Dessert Shop
43.8318053,-111.79581573333300,Jimmy John's,43.8237,-111.78923800000000,Sandwich Place
43.8318053,-111.7924908,Madison-Rexburg fire station,43.826994,-111.783468,Fire Station
43.8318053,-111.7924908,Melaleuca,43.82531561099400,-111.7857168903050,Coworking Space
43.8318053,-111.7924908,El Gene's?,43.825695,-111.78494100000000,Electronics Store
43.8318053,-111.7924908,Alpine Jewelers,43.825831,-111.784043,Jewelry Store
43.8318053,-111.7924908,Allstate Insurance Agent: Zach Batte,43.826321313161500,-111.78312284895600,Insurance Office
43.8318053,-111.7924908,Progrexion,43.826215239277900,-111.78343604719000,Office
43.8318053,-111.7924908,Preventive Pest Control,43.826366,-111.78342000000000,Building
43.8318053,-111.7924908,rexdeals,43.82604404815120,-111.78378582000700,University
43.8318053,-111.78916586666700,The homestead,43.826853033333300,-111.78128181666700,Medical Center
43.8318053,-111.78916586666700,Great Harvest Bread Co,43.82613344321370,-111.78312134713200,Bakery
43.8318053,-111.78916586666700,Wells Fargo,43.826455000000000,-111.782738,Bank
43.8318053,-111.78916586666700,Paradise Donuts,43.825557,-111.78405500000000,Donut Shop
43.8318053,-111.78916586666700,Basic Living,43.82613286162770,-111.7832040288580,Miscellaneous Shop
43.8318053,-111.78916586666700,U-Haul Neighborhood Dealer,43.826532,-111.782469,Storage Facility
43.8318053,-111.78916586666700,paramount twin,43.82513880729680,-111.78397357463800,None
43.8318053,-111.78916586666700,Reflections Hair & Nail Design,43.825739,-111.782752,Cosmetics Shop
43.8318053,-111.78916586666700,Madison Memorial Hospital Education Department,43.826663266610700,-111.7815113067630,Hospital
43.8318053,-111.78916586666700,Original Thai,43.825871,-111.783336,Thai Restaurant
43.8318053,-111.78916586666700,Family Crisis Center,43.82586418034020,-111.78329345540600,Building
43.8318053,-111.78916586666700,Paramount 5,43.82516664058880,-111.7842524451610,Multiplex
43.8318053,-111.78916586666700,Fongs Restaurant,43.825739,-111.782752,Asian Restaurant
43.8318053,-111.78916586666700,Rexburg Police Department,43.826423,-111.782927,Police Station
43.8318053,-111.78916586666700,The Hair Company,43.826612097059800,-111.78192034617100,Salon / Barbershop
43.8318053,-111.78916586666700,Woodward Ballroom,43.82647,-111.781625,Event Space
